ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification
US6374171063,2211811,NNN REIT Inc.,USD,13508,0.115087,United States,41.48,Real Estate,Retail Reits
US8163001071,2766173,Selective Insurance Group Inc.,USD,5362,0.114969,United States,104.39,Financials,Insurance
US32051X1081,BDC6HG1,First Hawaiian Inc.,USD,26255,0.114919,United States,21.31,Financials,Banks
US81619Q1058,B4MF0Q6,Select Medical Holdings Corporation,USD,18911,0.114586,United States,29.5,Health Care,Health Care Providers & Services
US6361801011,2626103,National Fuel Gas Company,USD,10484,0.113979,United States,52.93,Utilities,Gas Utilities
US05368V1061,BMHWY55,Avient Corporation,USD,13056,0.11373,United States,42.41,Materials,Chemicals
US4312841087,2420640,Highwoods Properties Inc.,USD,22725,0.113611,United States,24.34,Real Estate,Office Reits
US2576511099,2276467,Donaldson Company Inc.,USD,7448,0.113404,United States,74.13,Industrials,Machinery
US05465C1009,BGK38H3,Axos Financial Inc.,USD,10816,0.113212,United States,50.96,Financials,Banks
US45073V1089,BZBY209,ITT Inc.,USD,4186,0.113114,United States,131.56,Industrials,Machinery
US88224Q1076,2977209,Texas Capital Bancshares Inc.,USD,9443,0.112941,United States,58.23,Financials,Banks
US06652K1034,B3NNTZ4,BankUnited Inc.,USD,20261,0.112612,United States,27.06,Financials,Banks
US7818462092,2966876,Rush Enterprises Inc. Class A,USD,10547,0.112519,United States,51.94,Industrials,Trading Companies & Distributors
US03940R1077,BLB8B95,Arch Resources Inc. Class A,USD,3558,0.111893,United States,153.11,Materials,Metals & Mining
BMG0750C1082,BSFWCF5,Axalta Coating Systems Ltd.,USD,16288,0.11077,United States,33.11,Materials,Chemicals
US69478X1054,2767217,Pacific Premier Bancorp Inc.,USD,23693,0.110664,United States,22.74,Financials,Banks
US9264001028,BNNTGH3,Victoria's Secret & Company,USD,29886,0.110554,United States,18.01,Consumer Discretionary,Specialty Retail
US7365088472,B125XQ6,Portland General Electric Company,USD,13016,0.110467,United States,41.32,Utilities,Electric Utilities
US0009571003,2024901,ABM Industries Incorporated,USD,12076,0.110327,United States,44.48,Industrials,Commercial Services & Supplies
US2315611010,2241205,Curtiss-Wright Corporation,USD,2097,0.110079,United States,255.57,Industrials,Aerospace & Defense
US88337F1057,BLPHWK6,ODP Corporation,USD,10482,0.109543,United States,50.88,Consumer Discretionary,Specialty Retail
US02553E1064,2048592,American Eagle Outfitters Inc.,USD,21823,0.109236,United States,24.37,Consumer Discretionary,Specialty Retail
US42806J7000,BNM5672,Hertz Global Holdings Inc,USD,73249,0.109077,United States,7.25,Industrials,Ground Transportation
US78709Y1055,2982399,Saia Inc.,USD,923,0.108376,United States,571.66,Industrials,Ground Transportation
US1999081045,2036047,Comfort Systems USA Inc.,USD,1688,0.108347,United States,312.5,Industrials,Construction & Engineering
US8713321029,BMW72C8,Sylvamo Corporation,USD,8608,0.108135,United States,61.16,Materials,Paper & Forest Products
US0383361039,2045247,AptarGroup Inc.,USD,3693,0.107522,United States,141.75,Materials,Containers & Packaging
US0921131092,2101741,Black Hills Corporation,USD,9647,0.107019,United States,54.01,Utilities,Multi-Utilities
US8603721015,2848736,Stewart Information Services Corporation,USD,8192,0.106846,United States,63.5,Financials,Insurance
US3719011096,2366799,Gentex Corporation,USD,14586,0.106625,United States,35.59,Consumer Discretionary,Automobile Components
US0936711052,2105505,H&R Block Inc.,USD,11050,0.105561,United States,46.51,Consumer Discretionary,Diversified Consumer Services
US34354P1057,2288406,Flowserve Corporation,USD,10877,0.105316,United States,47.14,Industrials,Machinery
US03820C1053,2086309,Applied Industrial Technologies Inc.,USD,2633,0.105058,United States,194.26,Industrials,Trading Companies & Distributors
US00790R1041,BP7RS59,Advanced Drainage Systems Inc.,USD,3081,0.105005,United States,165.93,Industrials,Building Products
US1491501045,2264235,Cathay General Bancorp,USD,13966,0.104847,United States,36.55,Financials,Banks
US1311931042,2173933,Topgolf Callaway Brands Corp.,USD,31218,0.104197,United States,16.25,Consumer Discretionary,Leisure Products
US2358252052,B2PFJR3,Dana Incorporated,USD,40236,0.102726,United States,12.43,Consumer Discretionary,Automobile Components
US7033431039,2673154,Patrick Industries Inc.,USD,4406,0.102453,United States,113.21,Consumer Discretionary,Automobile Components
US0316521006,2242929,Amkor Technology Inc.,USD,16137,0.101689,United States,30.68,Information Technology,Semiconductors & Semiconductor Equipment
US29605J1060,BJLTMN5,ESAB Corporation,USD,4442,0.101228,United States,110.95,Industrials,Machinery
US00191U1025,BFY8W20,ASGN Incorporated,USD,4996,0.101118,United States,98.54,Industrials,Professional Services
US09257W1009,B94QHZ0,Blackstone Mortgage Trust Inc. Class A,USD,25634,0.101038,United States,19.19,Financials,Mortgage Real Estate Investment Trusts (Reits)
US4590441030,2243911,International Bancshares Corporation,USD,8941,0.100895,United States,54.94,Financials,Banks
BMG9618E1075,2339252,White Mountains Insurance Group Ltd,USD,282,0.100741,United States,1739.25,Financials,Insurance
US09624H2085,BYQLZ65,BlueLinx Holdings Inc.,USD,3874,0.100737,United States,126.6,Industrials,Trading Companies & Distributors
US57638P1049,BPDJN76,MasterBrand Inc,USD,26522,0.100344,United States,18.42,Industrials,Building Products
US4433201062,2407632,Hub Group Inc. Class A,USD,11661,0.099949,United States,41.73,Industrials,Air Freight & Logistics
US11120U1051,BFTDJL8,Brixmor Property Group Inc.,USD,22050,0.099729,United States,22.02,Real Estate,Retail Reits
US9388241096,2941981,WaFd Inc.,USD,17363,0.099322,United States,27.85,Financials,Banks
US0256762065,2191300,American Equity Investment Life Holding Company,USD,8616,0.099103,United States,56,Financials,Insurance
US84790A1051,BDRYFB1,Spectrum Brands Holdings Inc.,USD,5664,0.098968,United States,85.07,Consumer Staples,Household Products
US9293281021,2940375,WSFS Financial Corporation,USD,11103,0.098428,United States,43.16,Financials,Banks
US8807791038,2884224,Terex Corporation,USD,7424,0.098293,United States,64.46,Industrials,Machinery
US04911A1079,BFZ9DB8,Atlantic Union Bankshares Corporation,USD,14400,0.098196,United States,33.2,Financials,Banks
US29357K1034,BRYQ4L1,Enova International Inc,USD,7691,0.097958,United States,62.01,Financials,Consumer Finance
US65158N1028,BF1Q6P8,Newmark Group Inc. Class A,USD,44502,0.097804,United States,10.7,Real Estate,Real Estate Management & Development
US7075691094,2682105,PENN Entertainment Inc.,USD,27200,0.097602,United States,17.47,Consumer Discretionary,Hotels Restaurants & Leisure
US3434981011,2744243,Flowers Foods Inc.,USD,20310,0.097199,United States,23.3,Consumer Staples,Food Products
US0028962076,2004185,Abercrombie & Fitch Co. Class A,USD,3831,0.096754,United States,122.96,Consumer Discretionary,Specialty Retail
US3846371041,BGM1B98,Graham Holdings Co. Class B,USD,623,0.096513,United States,754.23,Consumer Discretionary,Diversified Consumer Services
US57164Y1073,B45K9N8,Marriott Vacations Worldwide Corporation,USD,4698,0.096476,United States,99.98,Consumer Discretionary,Hotels Restaurants & Leisure
US6837121036,BL96T19,Opendoor Technologies Inc,USD,169799,0.096259,United States,2.76,Real Estate,Real Estate Management & Development
US2296631094,B6SW913,CubeSmart,USD,10465,0.096168,United States,44.74,Real Estate,Specialized Reits
US96208T1043,B8383P2,WEX Inc.,USD,1957,0.095599,United States,237.83,Financials,Financial Services
US9746371007,2972721,Winnebago Industries Inc.,USD,6649,0.094915,United States,69.5,Consumer Discretionary,Automobiles
US8826811098,B033TJ7,Texas Roadhouse Inc.,USD,3108,0.094652,United States,148.27,Consumer Discretionary,Hotels Restaurants & Leisure
US74164F1030,B1GC200,Primoris Services Corporation,USD,10191,0.094613,United States,45.2,Industrials,Construction & Engineering
US9713781048,BMHL0Z4,WillScot Mobile Mini Holdings Corp. Class A,USD,10448,0.094595,United States,44.08,Industrials,Construction & Engineering
US13462K1097,BDCBXH9,Camping World Holdings Inc. Class A,USD,17746,0.094405,United States,25.9,Consumer Discretionary,Specialty Retail
US5006432000,2386849,Korn Ferry,USD,7259,0.094275,United States,63.23,Industrials,Professional Services
US0537741052,B1CL8J2,Avis Budget Group Inc.,USD,3812,0.094192,United States,120.3,Industrials,Ground Transportation
US50189K1034,BYQ44Y5,LCI Industries,USD,3989,0.094157,United States,114.92,Consumer Discretionary,Automobile Components
US1033041013,2117232,Boyd Gaming Corporation,USD,6971,0.094014,United States,65.66,Consumer Discretionary,Hotels Restaurants & Leisure
US9807451037,2948089,Woodward Inc.,USD,2946,0.093893,United States,155.17,Industrials,Aerospace & Defense
US7240781002,2227089,Piper Sandler Companies,USD,2282,0.093509,United States,199.5,Financials,Capital Markets
US00404A1097,B65VZ37,Acadia Healthcare Company Inc.,USD,6060,0.093378,United States,75.02,Health Care,Health Care Providers & Services
US6819361006,2043274,Omega Healthcare Investors Inc.,USD,14536,0.093182,United States,31.21,Real Estate,Health Care Reits
US29415F1049,BK63SF3,Envista Holdings Corp.,USD,22142,0.093141,United States,20.48,Health Care,Health Care Equipment & Supplies
US03937C1053,BLTFST7,ArcBest Corporation,USD,3139,0.092675,United States,143.74,Industrials,Ground Transportation
US12653C1080,BF3FTF4,CNX Resources Corporation,USD,18669,0.091684,United States,23.91,Energy,Oil Gas & Consumable Fuels
US82982L1035,BYQ7X81,SiteOne Landscape Supply Inc.,USD,2670,0.091585,United States,167,Industrials,Trading Companies & Distributors
US2674751019,2289841,Dycom Industries Inc.,USD,3196,0.091549,United States,139.46,Industrials,Construction & Engineering
US74967X1037,BYXR425,RH,USD,1572,0.091286,United States,282.72,Consumer Discretionary,Specialty Retail
US86614U1007,BW9JPS4,Summit Materials Inc. Class A,USD,10492,0.091201,United States,42.32,Materials,Construction Materials
US68235P1084,BJ0KXV4,ONE Gas Inc.,USD,6921,0.091079,United States,64.07,Utilities,Gas Utilities
US7802871084,2755706,Royal Gold Inc.,USD,3612,0.090808,United States,122.4,Materials,Metals & Mining
US3208171096,2342410,First Merchants Corporation,USD,13106,0.090718,United States,33.7,Financials,Banks
US45384B1061,B9M9ZZ7,Independent Bank Group Inc.,USD,10291,0.090299,United States,42.72,Financials,Banks
US32055Y2019,B4RGHN0,First Interstate BancSystem Inc.,USD,17006,0.090084,United States,25.79,Financials,Banks
US00181T1079,BK6MJ46,A-Mark Precious Metals Inc.,USD,14256,0.089953,United States,30.72,Financials,Financial Services
US4538361084,2447821,Independent Bank Corp.,USD,8851,0.089917,United States,49.46,Financials,Banks
US43940T1097,BYN87K7,Hope Bancorp Inc.,USD,40222,0.08972,United States,10.86,Financials,Banks
US47580P1030,BYM4WL2,JELD-WEN Holding Inc.,USD,21227,0.089685,United States,20.57,Industrials,Building Products
US9508101014,2953782,WesBanco Inc.,USD,15282,0.089584,United States,28.54,Financials,Banks
US5128161099,BSPHGN6,Lamar Advertising Company Class A,USD,3803,0.089509,United States,114.59,Real Estate,Specialized Reits
US6742152076,BLDDYB1,Chord Energy Corporation,USD,2402,0.089496,United States,181.4,Energy,Oil Gas & Consumable Fuels
US94419L1017,BQXZP64,Wayfair Inc. Class A,USD,6943,0.089443,United States,62.72,Consumer Discretionary,Specialty Retail
US2197981051,BM9VY27,QuidelOrtho Corporation,USD,10169,0.089145,United States,42.68,Health Care,Health Care Equipment & Supplies
US3137451015,BN7P9B2,Federal Realty Investment Trust,USD,4357,0.08891,United States,99.35,Real Estate,Retail Reits
US4315711089,B2QGDP1,Hillenbrand Inc.,USD,8975,0.088891,United States,48.22,Industrials,Machinery
US84857L1017,BYXJQG9,Spire Inc.,USD,7202,0.088608,United States,59.9,Utilities,Gas Utilities
US32054K1034,2360757,First Industrial Realty Trust Inc.,USD,8414,0.088536,United States,51.23,Real Estate,Industrial Reits
US28618M1062,BJ1C2K1,Element Solutions Inc,USD,17218,0.088307,United States,24.97,Materials,Chemicals
US5779331041,2018669,MAXIMUS Inc.,USD,5372,0.088305,United States,80.03,Industrials,Professional Services
US3202091092,2352806,First Financial Bancorp.,USD,19745,0.088046,United States,21.71,Financials,Banks
US1280302027,2158781,Cal-Maine Foods Inc.,USD,6800,0.087713,United States,62.8,Consumer Staples,Food Products
US75970E1073,2670809,Renasant Corporation,USD,14269,0.087573,United States,29.88,Financials,Banks
US5370081045,2531832,Littelfuse Inc.,USD,1785,0.086713,United States,236.51,Information Technology,Electronic Equipment Instruments & Components
US7837541041,B3TPPZ6,Ryerson Holding Corporation,USD,12555,0.086337,United States,33.48,Materials,Metals & Mining
US8101861065,2781518,Scotts Miracle-Gro Company Class A,USD,5660,0.086098,United States,74.06,Materials,Chemicals
US8589121081,2860826,Stericycle Inc.,USD,8049,0.085853,United States,51.93,Industrials,Commercial Services & Supplies
US01626W1018,BNG7BZ7,Alight Inc. Class A,USD,44846,0.085849,United States,9.32,Industrials,Professional Services
US05605H1005,BZ0W624,BWX Technologies Inc.,USD,4128,0.085755,United States,101.14,Industrials,Aerospace & Defense
US85254J1025,B64BRQ5,STAG Industrial Inc.,USD,11201,0.085584,United States,37.2,Real Estate,Industrial Reits
BMG3075P1014,B1Q76J2,Enstar Group Limited,USD,1400,0.085327,United States,296.73,Financials,Insurance
US5246601075,2510682,Leggett & Platt Incorporated,USD,22144,0.085281,United States,18.75,Consumer Discretionary,Household Durables
US9282981086,2930149,Vishay Intertechnology Inc.,USD,19000,0.085271,United States,21.85,Information Technology,Electronic Equipment Instruments & Components
US0185223007,B02R1L6,ALLETE Inc.,USD,6977,0.085124,United States,59.4,Utilities,Electric Utilities
US8290731053,2809250,Simpson Manufacturing Co. Inc.,USD,2158,0.085121,United States,192.04,Industrials,Building Products
US9202531011,2926825,Valmont Industries Inc.,USD,1874,0.084966,United States,220.74,Industrials,Construction & Engineering
US8472151005,BN40158,SpartanNash Company,USD,21364,0.084734,United States,19.31,Consumer Staples,Consumer Staples Distribution & Retail
US74051N1028,BDZDRC5,Premier Inc. Class A,USD,19521,0.084722,United States,21.13,Health Care,Health Care Providers & Services
US1727551004,2197308,Cirrus Logic Inc.,USD,4539,0.084326,United States,90.45,Information Technology,Semiconductors & Semiconductor Equipment
US1462291097,2980939,Carter's Incorporated,USD,5294,0.083793,United States,77.06,Consumer Discretionary,Textiles Apparel & Luxury Goods
GB00BD9G2S12,BD9G2S1,Gates Industrial Corporation plc,USD,23579,0.08364,United States,17.27,Industrials,Machinery
US4511071064,2296937,IDACORP Inc.,USD,4400,0.083127,United States,91.98,Utilities,Electric Utilities
US93148P1021,B4TZV44,Walker & Dunlop Inc.,USD,4228,0.083099,United States,95.69,Financials,Financial Services
US1270551013,2162500,Cabot Corporation,USD,4402,0.083092,United States,91.9,Materials,Chemicals
US27627N1054,BMXL9H3,Eastern Bankshares Inc.,USD,30745,0.082852,United States,13.12,Financials,Banks
PR3186727065,2296926,First Bancorp,USD,23545,0.082697,United States,17.1,Financials,Banks
US4415931009,BYQ3PM7,Houlihan Lokey Inc. Class A,USD,3110,0.082474,United States,129.11,Financials,Capital Markets
US36162J1060,BNLYWQ1,GEO Group Inc,USD,28574,0.08246,United States,14.05,Industrials,Commercial Services & Supplies
US5543821012,2543967,Macerich Company,USD,25195,0.082386,United States,15.92,Real Estate,Retail Reits
CA5753851099,BCZM468,Masonite International Corp.,USD,3058,0.082357,United States,131.12,Industrials,Building Products
US15872M1045,BMW7N69,ChampionX Corporation,USD,10344,0.082329,United States,38.75,Energy,Energy Equipment & Services
US8308301055,2814005,Skyline Champion Corp.,USD,5051,0.08197,United States,79.01,Consumer Discretionary,Household Durables
